x,y,z
0.4897949656261852,1.425265792874114,0.0
0.6804473059281988,1.503739880717313,0.0
0.888187162364431,1.57845817102023,0.0
1.113014534934882,1.6494206637828661,0.0
1.354929423639551,1.7166273590052201,0.0
1.613931828478439,1.780078256687294,0.0
1.8900217494515457,1.839773356829086,0.0
2.1831991865588702,1.8957126594305964,0.0
2.4934641398004143,1.9478961644918258,0.0
2.8208166091761764,1.9963238720127736,0.0
3.165256594686157,2.0409957819934403,0.0
3.526784096330357,2.081911894433826,0.0
3.905399114108774,2.11907220933393,0.0
4.301101648021411,2.152476726693753,0.0
4.713891698068267,2.1821254465132935,0.0
5.14376926424934,2.208018368792554,0.0
5.5907343465646315,2.230155493531533,0.0
